review_body,review_date
"Amazing place to visit. We did this as part eof our Seoul full day tour, so our guide explained alot. We arrived right as the changing of the guard ceremony was beginning. Plenty to see and learn. ","September 7, 2019"
Interesting visit to the palace. Lots of other tourists in rented Hanboks to make the place more fun to visit. It would have been better with more signage to share more about the different areas of the palace and its history. Else it’s a nice stroll that takes about 2-3 hours. Nice shopping and food surrounding the palace too. ,"September 6, 2019"
This historical place gives wonderful Korean experience. Lot of people wear Korean dress ( that gives free entry) and walk around. Many of photo sports. One can take free guided tours on specific times. A must see place if you visit Seoul.,"September 6, 2019"
"We joined the free English tour, which was really excellent, informative and entertaining. If you come in traditional costume, the entrance fee is waived, but it was summer, so our hosts opted for the cooler choice of paying for the tickets. We were thankful!! Plenty of photo opps, beautiful grounds and buildings, fascinating history. ","September 5, 2019"
If you are visiting seoul this is one of the places that it must be in your list to visit.Recommend to rent a hanok to wear which is the triditional korean custom and if you dress it you get a free entrace to the palace.The entrace for an adult cost 3000 KRW.Hanok custom rental for 2 hrs cost around 14000- 18000 KRW. Could be cheaper as a just visited on shop so cant compare prices with other.,"September 4, 2019"
Royal Guard Changing Ceremony at Gyeongbokgung Palace was very interesting. Royal guard ware traditional cloth. Please check schedule for this ceremony!!,"September 4, 2019"
"lovely palace with beautiful agrdens and ponds. great photo opprtunities. Dress up in traditional clothes (Hambok) for that special pic and feel, also for free entry in to the palace grounds. ","September 4, 2019"
One of the landmarks for Seoul and suitable to visit on a weekend. The place is colourful. Many people are dressed in traditional costumes. The trip can be completed by a visit to the nearby village. I recommend it for anyone interested to immerse himself in the past era of Korea.,"September 3, 2019"
"It was an interesting place. The palace is a large area with different buildings and gardens. By the entrance gate it was very crowded but the more you walk inside, the less people there is. Alot of people are dressed in the traditional clothes, so it was very interesting. It felt like a movie set or a scene from the past. The buildings were simple with colored wood decorations.","September 8, 2019"
"I went by myself via the subway, which was very safe and interesting. The palace a short walk from the stop. I timed my arrival with the changing of the guard. I spent 2-3 hours here, wandering about and taking photos. The numerous costumed guests afforded me great shots as they posed, ran, or peaked out. The entry fee was reasonable. I'm happy tourists are allowed to view the grounds.Afterwards, I walked around the area and saw a huge protest at Gwanghwamun Square, which is a gathering place in front of the palace. I was told there something going on there almost daily. A further bit down the road and I ran into a Starbucks and then on to the tourist information center, where they were very helpful. I need an SD card for my phone and they called the nearby bookstore and inquired if they did indeed sell the cards as I had been told. I then walked across the street, to the bookstore, and discovered that it is nothing like I would know in the USA. They sell all manner of things inside that store. It was very interesting there too. This area is a must-see!","September 7, 2019"
