review_title,review_body
Great park,"We took line 1 to Busanjin, exit 1, then walked down the road to the bus stop and took bus number 88 / 101 to Taejongdae, the last stop. The park is full of tall trees and plants giving it a green, cooling environment. Follow the information on the photographed signboard that I have posted. You do not really need to ride Danubi train to get round the park. You need a cap / hat/umbrella and drinking water. You walk for about 3 or 4 hundred metres, then you stop to look at the designated attractions. You just do not feel tired, as you walk, stop, visit, satisfied, happy and continue your walk to the next spot. Our first stop was Pebble Beach. Climb down the staircase and walk among the pebbles to get to the water. You can see the sea. Nice view and good photo shots. Next is Gumyeongsa Temple. We stopped to pay respects to the Buddha. Continue walking and you come to South Port Observation Point where we were supposed to spot the many islands but we could not as it was rather misty. The next spot is where the filming of the popular k drama took place, Jiwoo Love Story In Busan. Many fans were taking photos with the main actress's photo at the exhibition gallery upstairs. Finally you will reach the highlight of the park, the Lighthouse. There are many photo taking spots and do remember to go all the way down to view Sinseon and Mangbuseok rocks. Of course you must go up the lighthouse and witness the great view from high up there. Our final stop is Taejongsa Temple. Altogether the round trip took us 4 hours. We proceeded to the crowded restaurants just outside the park to have our lunch. Please go early as it is cooler and less crowded. If you need to be motivated, there are food kiosks along the way, to get coffee / tea / ice cream or some snacks."
A worthy stop from hop on hop off Busan bus,This was a stop on the hop on hop off your that is worth getting off for. Park is free to enter. We decided to walk the loop around which took about 2 hours and it's quite hilly. You do have an option to get the tram type thing which probably is the best option. The walk is fine and we had a beautiful sunny day but would say views aren't that amazing that they merit a 2 hour walk! We stopped at one temple on the park and it was one of the worst I have seen- it even had a satellite dish of the side. Ha ha
Cool views,This is a very nice place to walk around with some beautiful views. Or you can take the train and get off at a stop then take it again to the next stop to see the lighthouse or the temple for exemple.
Beautiful Park!,"It's a great place to visit. Especially if you are looking to get a good walk and enjoy the nature, this is the place. Yes, it is crowded on weekends but still worth a visit. If you are lucky, you may even get a glimpse of Japan as well!"
Good for walks and great views,"Nice park where you can walk amongst the trees and see the ocean. There is a tram service that will take you around the place to see the highlights. To walk the entire route, you will need more than 2 hours. "
Busan best,I will rate this highly as the view from and around the lighthouse area are spectacular. You need at least 5 to 6 hours just to slowly walk to the lighthouse entrance area. Otherwise use the tram service. There are more nice areas around this park but you need at least 2 days to explore other areas beside the lighthouse
Windy,"this place is so windy especially at certain areas so be prepared! it nearly blew us off our feet and im not kidding! besides that the place is really nice to go around, super big so i suggest to get the tour train bus thing and stop here and there if you have time. Really interesting place, great scenery and love the wind even if it nearly blew us away :)"
good place to walk around,If the weather is nice. You can choice to walk a circle for 4.3km in stead of take tour train. The walk path maintains very well. 
Beautiful,"All uphill, but what a view when you get there! Gorgeous flowering trees all along the paths. When you reach the top, your view of the ocean, cliffs ands islands is worth the trek!"
Large Park Ocean view,"seems like a Large Botanic Garden, Quite a distance away. Some Taxi drivers may charge extra for the Toll for the two massive bridges on the way. Largely concrete amidst thick forest which is manicured & well maintained. Since on the ocean bank, makes for beautiful photo snaps. Significant up & downs allows for good exercise. For the infirm, there are trains for pick up & drop off. Park allows for two pebble beaches but water is cold. There is also a trekking route along the ocean & mountains which is invigorating.Several restaurants inside too. There is also a ferry terminal within the park. Size of park is huge & in early hours you can identify several birds. "
